"id","date","location","description","createdAt","updatedAt"
228,"1997-01-14 20:00:00","Selby, North Yorkshire","One, star shaped object. It was multicoloured. The object was stationary for over two hours.","2022-02-04 16:57:28","2022-02-04 16:57:28"
229,"2001-01-04 03:30:00","Teignmouth, Devon","Bright, flashing lights. Moving to the South.","2022-02-04 16:57:28","2022-02-04 16:57:28"
230,"2001-01-05 17:15:00","Ogwen Valley, North West Wales","Like a shooting star, but with a burning tail. About the size of a military aircraft. It looked like it was heading towards the ground.","2022-02-04 16:57:28","2022-02-04 16:57:28"
231,"2001-01-05 17:30:00","Hunmanby, North Yorkshire","Twelve objects, pulsating coloured lights. The objects split and moved in different directions.","2022-02-04 16:57:28","2022-02-04 16:57:28"
232,"2001-01-09 14:45:00","Humberside, East Yorkshire","A silver, cigar shaped object. Was moving near a military aircraft. Was stationary at first.","2022-02-04 16:57:28","2022-02-04 16:57:28"
233,"2001-01-10 18:22:00","Norwich, Norfolk","One object that looked a bit like a star at first. It then split into about half a dozen lights, before cloud crossed over them.","2022-02-04 16:57:28","2022-02-04 16:57:28"
234,"2001-01-10 18:30:00","Dundee, Scotland",Two objects. The first was triangular in shape and had three orange lights. The second was a bright white light.,"2022-02-04 16:57:28","2022-02-04 16:57:28"
235,"2001-01-10 22:30:00","Chelmsford, Essex","650-700 objects - appearance of clusters of stars. White and very bright. Arc from horizon to horizon, East to West.","2022-02-04 16:57:28","2022-02-04 16:57:28"
236,"2001-01-11 11:20:00","Swinton, Manchester",Round silver ball. The object was moving horizontally.,"2022-02-04 16:57:28","2022-02-04 16:57:28"
237,"2001-01-11 20:29:00","Blackpool, Lancashire","White light flashing. Was a round shape. Was stationary, moved West and then disappeared.","2022-02-04 16:57:28","2022-02-04 16:57:28"
238,"2001-01-12 21:15:00","Tottingham, East Yorkshire",Seven objects flying in arrow formation. They were moving at high speed from South to North.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
239,"2005-01-14 00:24:00","Leeds, West Yorkshire","Two bright lights, really round, and orange in colour.","2022-02-04 16:57:29","2022-02-04 16:57:29"
240,"2005-01-15 23:15:00","Stoke-on-Trent, Staffordshire",Just said it was a flying saucer.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
241,"2005-01-19 18:45:00",", Shropshire",Lights seen in the sky.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
242,"2005-01-19 18:50:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
243,"2005-01-19 18:35:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
244,"2005-01-24 23:10:00","Portadown, Northern Ireland",There were eighteen lights moving across the sky.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
245,"2005-01-31 05:00:00","Port Talbot, West Glamorgan","Looked like an orange ball of light, like a big star in the sky and it had spiderish legs.","2022-02-04 16:57:29","2022-02-04 16:57:29"
246,"2005-01-31 16:30:00","Scarborough, North Yorkshire",Light bulbs in the sky. (From the Scarborough Evening Post).,"2022-02-04 16:57:29","2022-02-04 16:57:29"
247,"2000-01-01 07:30:00","Tenbury Wells, Shropshire","A cigar shaped object. Grey in colour, with two windows, with bright lights shining out of them. Travelling from East to West.","2022-02-04 16:57:29","2022-02-04 16:57:29"
248,"2000-01-03 20:45:00","Evanton, Ross-Shire","A gold disc was seen. It flew through cloud, reappeared and then disappeared.","2022-02-04 16:57:29","2022-02-04 16:57:29"
249,"2000-01-04 00:30:00","Erdingham/Birmingham, West Midlands","One large, triangular shaped object. There were three red lights at each corner of the triangle. Also two-three white lights on the object.","2022-02-04 16:57:29","2022-02-04 16:57:29"
250,"2000-01-05 01:20:00","Wootton Bassett, Wiltshire",One single object. Changed from white to green in colour with an orange tinge. Brighter than any star and flashing. Moved to the right.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
251,"2000-01-09 02:45:00","Runcorn, Cheshire","One round, golf ball shaped object. Orange and white in colour and very bright. Moving East.","2022-02-04 16:57:29","2022-02-04 16:57:29"
252,"2000-01-09 21:36:00","Barnstable, Devon",One cylindrical object. Blue and green in colour. Bright and pulsating. Was hovering and moving gradually South-South East.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
253,"2000-01-09 18:06:00",", Cheshire",The object eclipsed the moon. The object was a ring shape.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
254,"2000-01-13 23:45:00","Motherwell, Lanarkshire","One, pulsating orange ball. Object was travelling North to South.","2022-02-04 16:57:29","2022-02-04 16:57:29"
255,"2000-01-17 21:20:00","Leeds, West Yorkshire",Disc that was illuminated. About 200 ft up and 150 ft long.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
256,"2004-01-02 04:30:00","Ayr, Strathclyde","A square red object, pinkish at the front.","2022-02-04 16:57:29","2022-02-04 16:57:29"
257,"2004-01-09 14:00:00","Market Harborough, Leicestershire",One large black triangular aircraft with three bright lights in a triangle formation. There was a rumbling sound.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
258,"2004-01-09 22:30:00","Thaxted, Essex",Strange light that was watched for one and a half hours.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
259,"2004-01-12 16:30:00","Huddersfield, West Yorkshire",Round object with white lights all around it.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
260,"2004-01-27 21:00:00","Peterborough, Cambridgeshire","Four dull red lights above the house, travelling fast and low.","2022-02-04 16:57:29","2022-02-04 16:57:29"
261,"2004-01-27 23:08:00","Retford, Nottinghamshire",One object seen over Retford Town Hall.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
262,"2004-01-28 18:30:00","Peterborough, Cambridgeshire",Flashing green lights 1000-5000ft up in the sky.,"2022-02-04 16:57:29","2022-02-04 16:57:29"
263,"2004-02-04 06:15:00","Grosmont, North Yorkshire","Object appeared to be a soundless pair of lights, one yellow, the other white. No discernable shape.","2022-02-04 16:57:29","2022-02-04 16:57:29"
264,"2004-02-08 21:45:00","Ely, Cambridgeshire","Four lights, one brighter than the others, sometimes fading.","2022-02-04 16:57:29","2022-02-04 16:57:29"
265,"2006-02-28 22:00:00","Crewe, Cheshire",Very bright lights were seen for over half an hour. They were hovering quite slowly from side to side.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
266,"2006-03-05 17:35:00","Hemel Hempstead, Bedfordshire",A disc was seen flying above two aircraft.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
267,"1997-01-02 20:58:00","Immingham, Lincolnshire","A large UFO, with all different colour of lights around it. Was stationary for some time, then started moving, making small erratic movements.","2022-02-04 16:57:40","2022-02-04 16:57:40"
268,"1997-01-02 23:35:00","Scunthorpe, North Lincolnshire",An object that is continually changing colour. Normal star shape.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
269,"1997-01-03 07:45:00","Formby/Liverpool, Merseyside","An oval, cigar shaped object. When the object speeded up, the witness could see red and white lights around or underneath it.","2022-02-04 16:57:40","2022-02-04 16:57:40"
270,"1997-01-04 23:20:00","Beith, Ayrshire",There were circular lights that were indistinct. The object was continually orbiting and tilting.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
271,"1997-01-13 21:00:00","Brockton, Staffordshire","One, North Star sized object. Red and green colours, brighter than a star. Was moving from West to North.","2022-02-04 16:57:40","2022-02-04 16:57:40"
272,"1997-01-13 19:35:00","Peacehaven, East Sussex","One star shaped object. It had white, red and green flickering lights. It was very high and moving very slowly.","2022-02-04 16:57:40","2022-02-04 16:57:40"
273,"1997-01-13 19:40:00","Eynsham, Oxfordshire","One object, larger than a light plane. Was circular and greenish in colour. Moved faster than a plane and then appeared to fall to the ground.","2022-02-04 16:57:40","2022-02-04 16:57:40"
274,"1997-01-13 19:00:00","Watlington/Kings Lynn, Norfolk","Two bright white lights and three green lights in a row, with a red light beneath, seen hovering above a field.","2022-02-04 16:57:40","2022-02-04 16:57:40"
275,"1997-01-13 22:30:00","Kessingland/Nr Lowestoft, Suffolk","Huge lights, like a child's sparkler, round, and as big as a house. There was no sound.","2022-02-04 16:57:40","2022-02-04 16:57:40"
276,"1997-01-14 20:00:00","Selby, North Yorkshire","One, star shaped object. It was multicoloured. The object was stationary for over two hours.","2022-02-04 16:57:40","2022-02-04 16:57:40"
277,"2001-01-04 03:30:00","Teignmouth, Devon","Bright, flashing lights. Moving to the South.","2022-02-04 16:57:40","2022-02-04 16:57:40"
278,"2001-01-05 17:15:00","Ogwen Valley, North West Wales","Like a shooting star, but with a burning tail. About the size of a military aircraft. It looked like it was heading towards the ground.","2022-02-04 16:57:40","2022-02-04 16:57:40"
279,"2001-01-05 17:30:00","Hunmanby, North Yorkshire","Twelve objects, pulsating coloured lights. The objects split and moved in different directions.","2022-02-04 16:57:40","2022-02-04 16:57:40"
280,"2001-01-09 14:45:00","Humberside, East Yorkshire","A silver, cigar shaped object. Was moving near a military aircraft. Was stationary at first.","2022-02-04 16:57:40","2022-02-04 16:57:40"
281,"2001-01-10 18:22:00","Norwich, Norfolk","One object that looked a bit like a star at first. It then split into about half a dozen lights, before cloud crossed over them.","2022-02-04 16:57:40","2022-02-04 16:57:40"
282,"2001-01-10 18:30:00","Dundee, Scotland",Two objects. The first was triangular in shape and had three orange lights. The second was a bright white light.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
283,"2001-01-10 22:30:00","Chelmsford, Essex","650-700 objects - appearance of clusters of stars. White and very bright. Arc from horizon to horizon, East to West.","2022-02-04 16:57:40","2022-02-04 16:57:40"
284,"2001-01-11 11:20:00","Swinton, Manchester",Round silver ball. The object was moving horizontally.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
285,"2001-01-11 20:29:00","Blackpool, Lancashire","White light flashing. Was a round shape. Was stationary, moved West and then disappeared.","2022-02-04 16:57:40","2022-02-04 16:57:40"
286,"2001-01-12 21:15:00","Tottingham, East Yorkshire",Seven objects flying in arrow formation. They were moving at high speed from South to North.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
287,"2005-01-14 00:24:00","Leeds, West Yorkshire","Two bright lights, really round, and orange in colour.","2022-02-04 16:57:40","2022-02-04 16:57:40"
288,"2005-01-15 23:15:00","Stoke-on-Trent, Staffordshire",Just said it was a flying saucer.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
289,"2005-01-19 18:45:00",", Shropshire",Lights seen in the sky.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
290,"2005-01-19 18:50:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
291,"2005-01-19 18:35:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
292,"2005-01-24 23:10:00","Portadown, Northern Ireland",There were eighteen lights moving across the sky.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
293,"2005-01-31 05:00:00","Port Talbot, West Glamorgan","Looked like an orange ball of light, like a big star in the sky and it had spiderish legs.","2022-02-04 16:57:40","2022-02-04 16:57:40"
294,"2005-01-31 16:30:00","Scarborough, North Yorkshire",Light bulbs in the sky. (From the Scarborough Evening Post).,"2022-02-04 16:57:40","2022-02-04 16:57:40"
295,"2000-01-01 07:30:00","Tenbury Wells, Shropshire","A cigar shaped object. Grey in colour, with two windows, with bright lights shining out of them. Travelling from East to West.","2022-02-04 16:57:40","2022-02-04 16:57:40"
296,"2000-01-03 20:45:00","Evanton, Ross-Shire","A gold disc was seen. It flew through cloud, reappeared and then disappeared.","2022-02-04 16:57:40","2022-02-04 16:57:40"
297,"2000-01-04 00:30:00","Erdingham/Birmingham, West Midlands","One large, triangular shaped object. There were three red lights at each corner of the triangle. Also two-three white lights on the object.","2022-02-04 16:57:40","2022-02-04 16:57:40"
298,"2000-01-05 01:20:00","Wootton Bassett, Wiltshire",One single object. Changed from white to green in colour with an orange tinge. Brighter than any star and flashing. Moved to the right.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
299,"2000-01-09 02:45:00","Runcorn, Cheshire","One round, golf ball shaped object. Orange and white in colour and very bright. Moving East.","2022-02-04 16:57:40","2022-02-04 16:57:40"
300,"2000-01-09 21:36:00","Barnstable, Devon",One cylindrical object. Blue and green in colour. Bright and pulsating. Was hovering and moving gradually South-South East.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
301,"2000-01-09 18:06:00",", Cheshire",The object eclipsed the moon. The object was a ring shape.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
302,"2000-01-13 23:45:00","Motherwell, Lanarkshire","One, pulsating orange ball. Object was travelling North to South.","2022-02-04 16:57:40","2022-02-04 16:57:40"
303,"2000-01-17 21:20:00","Leeds, West Yorkshire",Disc that was illuminated. About 200 ft up and 150 ft long.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
304,"2004-01-02 04:30:00","Ayr, Strathclyde","A square red object, pinkish at the front.","2022-02-04 16:57:40","2022-02-04 16:57:40"
305,"2004-01-09 14:00:00","Market Harborough, Leicestershire",One large black triangular aircraft with three bright lights in a triangle formation. There was a rumbling sound.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
306,"2004-01-09 22:30:00","Thaxted, Essex",Strange light that was watched for one and a half hours.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
307,"2004-01-12 16:30:00","Huddersfield, West Yorkshire",Round object with white lights all around it.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
308,"2004-01-27 21:00:00","Peterborough, Cambridgeshire","Four dull red lights above the house, travelling fast and low.","2022-02-04 16:57:40","2022-02-04 16:57:40"
309,"2004-01-27 23:08:00","Retford, Nottinghamshire",One object seen over Retford Town Hall.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
310,"2004-01-28 18:30:00","Peterborough, Cambridgeshire",Flashing green lights 1000-5000ft up in the sky.,"2022-02-04 16:57:40","2022-02-04 16:57:40"
311,"2004-02-04 06:15:00","Grosmont, North Yorkshire","Object appeared to be a soundless pair of lights, one yellow, the other white. No discernable shape.","2022-02-04 16:57:40","2022-02-04 16:57:40"
312,"2004-02-08 21:45:00","Ely, Cambridgeshire","Four lights, one brighter than the others, sometimes fading.","2022-02-04 16:57:40","2022-02-04 16:57:40"
313,"2001-01-11 20:29:00","Blackpool, Lancashire","White light flashing. Was a round shape. Was stationary, moved West and then disappeared.","2022-02-04 16:57:59","2022-02-04 16:57:59"
314,"2001-01-12 21:15:00","Tottingham, East Yorkshire",Seven objects flying in arrow formation. They were moving at high speed from South to North.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
315,"2005-01-14 00:24:00","Leeds, West Yorkshire","Two bright lights, really round, and orange in colour.","2022-02-04 16:57:59","2022-02-04 16:57:59"
316,"2005-01-15 23:15:00","Stoke-on-Trent, Staffordshire",Just said it was a flying saucer.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
317,"2005-01-19 18:45:00",", Shropshire",Lights seen in the sky.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
318,"2005-01-19 18:50:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
319,"2005-01-19 18:35:00",", Shropshire",Beam of light seen.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
320,"2005-01-24 23:10:00","Portadown, Northern Ireland",There were eighteen lights moving across the sky.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
321,"2005-01-31 05:00:00","Port Talbot, West Glamorgan","Looked like an orange ball of light, like a big star in the sky and it had spiderish legs.","2022-02-04 16:57:59","2022-02-04 16:57:59"
322,"2005-01-31 16:30:00","Scarborough, North Yorkshire",Light bulbs in the sky. (From the Scarborough Evening Post).,"2022-02-04 16:57:59","2022-02-04 16:57:59"
323,"2000-01-01 07:30:00","Tenbury Wells, Shropshire","A cigar shaped object. Grey in colour, with two windows, with bright lights shining out of them. Travelling from East to West.","2022-02-04 16:57:59","2022-02-04 16:57:59"
324,"2000-01-03 20:45:00","Evanton, Ross-Shire","A gold disc was seen. It flew through cloud, reappeared and then disappeared.","2022-02-04 16:57:59","2022-02-04 16:57:59"
325,"2000-01-04 00:30:00","Erdingham/Birmingham, West Midlands","One large, triangular shaped object. There were three red lights at each corner of the triangle. Also two-three white lights on the object.","2022-02-04 16:57:59","2022-02-04 16:57:59"
326,"2000-01-05 01:20:00","Wootton Bassett, Wiltshire",One single object. Changed from white to green in colour with an orange tinge. Brighter than any star and flashing. Moved to the right.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
327,"2000-01-09 02:45:00","Runcorn, Cheshire","One round, golf ball shaped object. Orange and white in colour and very bright. Moving East.","2022-02-04 16:57:59","2022-02-04 16:57:59"
328,"2000-01-09 21:36:00","Barnstable, Devon",One cylindrical object. Blue and green in colour. Bright and pulsating. Was hovering and moving gradually South-South East.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
329,"2000-01-09 18:06:00",", Cheshire",The object eclipsed the moon. The object was a ring shape.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
330,"2000-01-13 23:45:00","Motherwell, Lanarkshire","One, pulsating orange ball. Object was travelling North to South.","2022-02-04 16:57:59","2022-02-04 16:57:59"
331,"2000-01-17 21:20:00","Leeds, West Yorkshire",Disc that was illuminated. About 200 ft up and 150 ft long.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
332,"2004-01-02 04:30:00","Ayr, Strathclyde","A square red object, pinkish at the front.","2022-02-04 16:57:59","2022-02-04 16:57:59"
333,"2004-01-09 14:00:00","Market Harborough, Leicestershire",One large black triangular aircraft with three bright lights in a triangle formation. There was a rumbling sound.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
334,"2004-01-09 22:30:00","Thaxted, Essex",Strange light that was watched for one and a half hours.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
335,"2004-01-12 16:30:00","Huddersfield, West Yorkshire",Round object with white lights all around it.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
336,"2004-01-27 21:00:00","Peterborough, Cambridgeshire","Four dull red lights above the house, travelling fast and low.","2022-02-04 16:57:59","2022-02-04 16:57:59"
337,"2004-01-27 23:08:00","Retford, Nottinghamshire",One object seen over Retford Town Hall.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
338,"2004-01-28 18:30:00","Peterborough, Cambridgeshire",Flashing green lights 1000-5000ft up in the sky.,"2022-02-04 16:57:59","2022-02-04 16:57:59"
339,"2004-02-04 06:15:00","Grosmont, North Yorkshire","Object appeared to be a soundless pair of lights, one yellow, the other white. No discernable shape.","2022-02-04 16:57:59","2022-02-04 16:57:59"
340,"2004-02-08 21:45:00","Ely, Cambridgeshire","Four lights, one brighter than the others, sometimes fading.","2022-02-04 16:57:59","2022-02-04 16:57:59"
341,"2004-01-09 14:00:00","Market Harborough, Leicestershire",One large black triangular aircraft with three bright lights in a triangle formation. There was a rumbling sound.,"2022-02-04 16:58:07","2022-02-04 16:58:07"
342,"2004-01-09 22:30:00","Thaxted, Essex",Strange light that was watched for one and a half hours.,"2022-02-04 16:58:07","2022-02-04 16:58:07"
343,"2004-01-12 16:30:00","Huddersfield, West Yorkshire",Round object with white lights all around it.,"2022-02-04 16:58:07","2022-02-04 16:58:07"
344,"2004-01-27 21:00:00","Peterborough, Cambridgeshire","Four dull red lights above the house, travelling fast and low.","2022-02-04 16:58:07","2022-02-04 16:58:07"
345,"2004-01-27 23:08:00","Retford, Nottinghamshire",One object seen over Retford Town Hall.,"2022-02-04 16:58:07","2022-02-04 16:58:07"
346,"2004-01-28 18:30:00","Peterborough, Cambridgeshire",Flashing green lights 1000-5000ft up in the sky.,"2022-02-04 16:58:07","2022-02-04 16:58:07"
347,"2004-02-04 06:15:00","Grosmont, North Yorkshire","Object appeared to be a soundless pair of lights, one yellow, the other white. No discernable shape.","2022-02-04 16:58:07","2022-02-04 16:58:07"
348,"2004-02-08 21:45:00","Ely, Cambridgeshire","Four lights, one brighter than the others, sometimes fading.","2022-02-04 16:58:07","2022-02-04 16:58:07"
349,"2020-02-04",Liverpool,floating object above the trees in Sefton Park,"2022-02-04 17:05:10","2022-02-04 17:05:10"
